Name,Sex,Age,Team,NOC,Year,Season,City,Sport,Event,Medal
Judith Okumu,F,23,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Women,
Mai Okumura,F,30,Japan,JPN,2020,Summer,Tokyo,Volleyball,Women,
Vivian Okwach,F,22,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Women,
Maria Olarasu,F,21,Republic of Moldova,MDA,2020,Summer,Tokyo,Canoe Sprint,Women's Canoe Single 200m,
Maria Olarasu,F,21,Republic of Moldova,MDA,2020,Summer,Tokyo,Canoe Sprint,Women's Canoe Double 500m,
Dan Olaru,M,24,Republic of Moldova,MDA,2020,Summer,Tokyo,Archery,Men's Individual,
Dan Olaru,M,24,Republic of Moldova,MDA,2020,Summer,Tokyo,Archery,Mixed Team,
Raluca Olaru,F,32,Romania,ROU,2020,Summer,Tokyo,Tennis,Women's Doubles,
Anna Olasz,F,27,Hungary,HUN,2020,Summer,Tokyo,Marathon Swimming,Women's 10km,
Ben Old,M,18,New Zealand,NZL,2020,Summer,Tokyo,Football,Men,
Keet Oldenbeuving,F,16,Netherlands,NED,2020,Summer,Tokyo,Skateboarding,Women's Street,
Meghan O'Leary,F,36,United States of America,USA,2020,Summer,Tokyo,Rowing,Women's Quadruple Sculls,
Penny Oleksiak,F,21,Canada,CAN,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Penny Oleksiak,F,21,Canada,CAN,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,Bronze
Penny Oleksiak,F,21,Canada,CAN,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,Silver
Penny Oleksiak,F,21,Canada,CAN,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay,
Penny Oleksiak,F,21,Canada,CAN,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,Bronze
Peeter Olesk,M,28,Estonia,EST,2020,Summer,Tokyo,Shooting,10m Air Pistol Men,
Peeter Olesk,M,28,Estonia,EST,2020,Summer,Tokyo,Shooting,25m Rapid Fire Pistol Men,
Mario Facundo Bazan Olezza,M,26,Argentina,ARG,2020,Summer,Tokyo,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,
Johnstone Olindi,M,21,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Men,
Elvin Oliva,M,23,Honduras,HON,2020,Summer,Tokyo,Football,Men,
Georgina Isern Oliva,F,31,Spain,ESP,2020,Summer,Tokyo,Hockey,Women,
Roc Isern Oliva,M,32,Spain,ESP,2020,Summer,Tokyo,Hockey,Men,
Eduardo Andres Nunez Olivas,M,23,Mexico,MEX,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
Fernanda Oliveira,F,40,Brazil,BRA,2020,Summer,Tokyo,Sailing,Women's Two Person Dinghy - 470,
Ingrid Oliveira,F,25,Brazil,BRA,2020,Summer,Tokyo,Diving,Women's 10m Platform,
Larissa Oliveira,F,28,Brazil,BRA,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Larissa Oliveira,F,28,Brazil,BRA,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,
Larissa Oliveira,F,28,Brazil,BRA,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay,
Nelson Oliveira,M,32,Portugal,POR,2020,Summer,Tokyo,Cycling Road,Men's Road Race,
Nelson Oliveira,M,32,Portugal,POR,2020,Summer,Tokyo,Cycling Road,Men's Individual Time Trial,
Javianne Oliver,F,26,United States of America,USA,2020,Summer,Tokyo,Athletics,Women's 100m,
Javianne Oliver,F,26,United States of America,USA,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,Silver
Mayan Oliver,F,28,Mexico,MEX,2020,Summer,Tokyo,Modern Pentathlon,Women's Individual,
Marc-Antoine Olivier,M,25,France,FRA,2020,Summer,Tokyo,Marathon Swimming,Men's 10km,
Linda Olivieri,F,23,Italy,ITA,2020,Summer,Tokyo,Athletics,Women's 400m Hurdles,
Angelica Olmo,F,25,Italy,ITA,2020,Summer,Tokyo,Triathlon,Women's Individual,
Angelica Olmo,F,25,Italy,ITA,2020,Summer,Tokyo,Triathlon,Mixed Relay,
Dani Olmo,M,23,Spain,ESP,2020,Summer,Tokyo,Football,Men,Silver
Giuliana Olmos,F,28,Mexico,MEX,2020,Summer,Tokyo,Tennis,Women's Doubles,
Godwin Olofua,M,22,Nigeria,NGR,2020,Summer,Tokyo,Badminton,Men's Doubles,
Laerke Olsen,F,23,Denmark,DEN,2020,Summer,Tokyo,Judo,Women -63 kg,
Thusgaard Marie Olsen,F,28,Denmark,DEN,2020,Summer,Tokyo,Sailing,Women's Skiff - 49er FX,
Morten Olsen,M,36,Denmark,DEN,2020,Summer,Tokyo,Handball,Men,Silver
Poppy Olsen,F,21,Australia,AUS,2020,Summer,Tokyo,Skateboarding,Women's Park,
Shallon Olsen,F,21,Canada,CAN,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
Shallon Olsen,F,21,Canada,CAN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
Shallon Olsen,F,21,Canada,CAN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
Shallon Olsen,F,21,Canada,CAN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
Shallon Olsen,F,21,Canada,CAN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
Shallon Olsen,F,21,Canada,CAN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
Steffen Olsen,M,38,Denmark,DEN,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Men,
Steffen Olsen,M,38,Denmark,DEN,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Josefin Olsson,F,31,Sweden,SWE,2020,Summer,Tokyo,Sailing,Women's One Person Dinghy - Laser Radial,Silver
Bekmurod Oltiboev,M,25,Uzbekistan,UZB,2020,Summer,Tokyo,Judo,Men +100 kg,
Bekmurod Oltiboev,M,25,Uzbekistan,UZB,2020,Summer,Tokyo,Judo,Mixed Team,
Jeff Oluoch,M,26,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Men,
Osmar Ibarra Olvera,M,17,Mexico,MEX,2020,Summer,Tokyo,Diving,Men's 3m Springboard,
Lyudmila Olyanovska,F,28,Ukraine,UKR,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Ali Omar,M,27,Libya,LBA,2020,Summer,Tokyo,Judo,Men +100 kg,
Yahia Omar,M,23,Egypt,EGY,2020,Summer,Tokyo,Handball,Men,
Artur Omarov,M,32,Czech Republic,CZE,2020,Summer,Tokyo,Wrestling,Men's Greco-Roman 97kg,
Orlann Ombissa-Dzangue,F,30,France,FRA,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Oleh Omelchuk,M,38,Ukraine,UKR,2020,Summer,Tokyo,Shooting,10m Air Pistol Men,
Oleh Omelchuk,M,38,Ukraine,UKR,2020,Summer,Tokyo,Shooting,10m Air Pistol Mixed Team,Bronze
Sinaida Omondi,F,30,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Women,
Olajide Omotayo,M,26,Nigeria,NGR,2020,Summer,Tokyo,Table Tennis,Men's Singles,
Rika Omoto,F,24,Japan,JPN,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,
Sakurako Omoto,F,23,Japan,JPN,2020,Summer,Tokyo,Hockey,Women,
Ferdinand Omurwa,M,25,Kenya,KEN,2020,Summer,Tokyo,Athletics,Men's 100m,
Ahmet Onder,M,25,Turkey,TUR,2020,Summer,Tokyo,Artistic Gymnastics,Men's All-Around,
Ahmet Onder,M,25,Turkey,TUR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Floor Exercise,
Ahmet Onder,M,25,Turkey,TUR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Pommel Horse,
Ahmet Onder,M,25,Turkey,TUR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Rings,
Ahmet Onder,M,25,Turkey,TUR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Vault,
Ahmet Onder,M,25,Turkey,TUR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Parallel Bars,
Ahmet Onder,M,25,Turkey,TUR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Horizontal Bar,
Chiara Ondoli,F,25,Italy,ITA,2020,Summer,Tokyo,Rowing,Women's Double Sculls,
Adam Ondra,M,28,Czech Republic,CZE,2020,Summer,Tokyo,Sport Climbing,Men's Combined,
Jennifer O'Neill,F,31,Puerto Rico,PUR,2020,Summer,Tokyo,Basketball,Women,
Shane O'Neill,M,31,Australia,AUS,2020,Summer,Tokyo,Skateboarding,Men's Street,
Uma O'Neill,F,26,New Zealand,NZL,2020,Summer,Tokyo,Equestrian,Jumping Team,
Uma O'Neill,F,26,New Zealand,NZL,2020,Summer,Tokyo,Equestrian,Jumping Individual,
Christine Ongare,F,27,Kenya,KEN,2020,Summer,Tokyo,Boxing,Women's Fly (48-51kg),
Busanan Ongbamrungphan,F,25,Thailand,THA,2020,Summer,Tokyo,Badminton,Women's Singles,
Miye Oni,M,24,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Men,
Imke Onnen,F,26,Germany,GER,2020,Summer,Tokyo,Athletics,Women's High Jump,
Shohei Ono,M,29,Japan,JPN,2020,Summer,Tokyo,Judo,Men -73 kg,Gold
Shohei Ono,M,29,Japan,JPN,2020,Summer,Tokyo,Judo,Mixed Team,Silver
Yuka Ono,F,31,Japan,JPN,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Single 200m,
Himeka Onoda,F,23,Australia,AUS,2020,Summer,Tokyo,Rhythmic Gymnastics,Group All-Around,
Taishi Onodera,M,25,Japan,JPN,2020,Summer,Tokyo,Volleyball,Men,
Khulan Onolbaatar,F,22,Mongolia,MGL,2020,Summer,Tokyo,3x3 Basketball,Women,
Viktoriia Onopriienko,F,17,Ukraine,UKR,2020,Summer,Tokyo,Rhythmic Gymnastics,Individual All-Around,
Vincent Onyala,M,24,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Men,
Emma Oosterwegel,F,23,Netherlands,NED,2020,Summer,Tokyo,Athletics,Women's Heptathlon,Bronze
Hanneke Oosterwegel,F,24,Netherlands,NED,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,
Hanneke Oosterwegel,F,24,Netherlands,NED,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Ales Opatrny,M,39,Czech Republic,CZE,2020,Summer,Tokyo,Equestrian,Jumping Team,
Ales Opatrny,M,39,Czech Republic,CZE,2020,Summer,Tokyo,Equestrian,Jumping Individual,
Nayadet Opazo,F,27,Chile,CHI,2020,Summer,Tokyo,Football,Women,
Juwon Anuoluwapo Opeyori,M,24,Nigeria,NGR,2020,Summer,Tokyo,Badminton,Men's Doubles,
Stefano Oppo,M,26,Italy,ITA,2020,Summer,Tokyo,Rowing,Lightweight Men's Double Sculls,Bronze
Soren Opti,M,24,Suriname,SUR,2020,Summer,Tokyo,Badminton,Men's Singles,
Manuel Robert Brizuela Oramas,M,37,Venezuela,VEN,2020,Summer,Tokyo,Volleyball,Men,
Juan Oramas,M,31,Mexico,MEX,2020,Summer,Tokyo,Baseball/Softball,Baseball,
Sarah Orban,F,25,Canada,CAN,2020,Summer,Tokyo,Cycling Track,Women's Team Pursuit,
Andre Richard Ordemann,M,27,Norway,NOR,2020,Summer,Tokyo,Taekwondo,Men -80kg,
Saul Ordonez,M,27,Spain,ESP,2020,Summer,Tokyo,Athletics,Men's 800m,
Elena Oriabinskaia,F,27,ROC,ROC,2020,Summer,Tokyo,Rowing,Women's Pair,Silver
Keturah Orji,F,25,United States of America,USA,2020,Summer,Tokyo,Athletics,Women's Triple Jump,
Angie Orjuela,F,32,Colombia,COL,2020,Summer,Tokyo,Athletics,Women's Marathon,
Ahmet Orken,M,28,Turkey,TUR,2020,Summer,Tokyo,Cycling Road,Men's Road Race,
Philadelphia Orlando,F,31,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Women,
Aoife O'Rourke,F,24,Ireland,IRL,2020,Summer,Tokyo,Boxing,Women's Middle (69-75kg),
Martin Jorge Diaz Orozco,M,21,Mexico,MEX,2020,Summer,Tokyo,Shooting,Trap Men,
Martin Jorge Diaz Orozco,M,21,Mexico,MEX,2020,Summer,Tokyo,Shooting,Trap Mixed Team,
Alejandra Loza Orozco,F,24,Mexico,MEX,2020,Summer,Tokyo,Diving,Women's 10m Platform,
Alejandra Loza Orozco,F,24,Mexico,MEX,2020,Summer,Tokyo,Diving,Women's Synchronised 10m Platform,Bronze
Ariana Orrego,F,22,Peru,PER,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
Ariana Orrego,F,22,Peru,PER,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
Ariana Orrego,F,22,Peru,PER,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
Ariana Orrego,F,22,Peru,PER,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
Ariana Orrego,F,22,Peru,PER,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
Alessia Orro,F,23,Italy,ITA,2020,Summer,Tokyo,Volleyball,Women,
Jiri Orsag,M,32,Czech Republic,CZE,2020,Summer,Tokyo,Weightlifting,Men's +109kg,
Stalvira Orshush,F,28,ROC,ROC,2020,Summer,Tokyo,Wrestling,Women's Freestyle 50kg,
Viktoria Toth Orsi,F,30,Italy,ITA,2020,Summer,Tokyo,Beach Volleyball,Women,
Alberto Luis Sanchez Orta,M,26,Cuba,CUB,2020,Summer,Tokyo,Wrestling,Men's Greco-Roman 60kg,Gold
Francisco Ortega,M,22,Argentina,ARG,2020,Summer,Tokyo,Football,Men,
Mauricio Ortega,M,27,Colombia,COL,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
Orlando Ortega,M,30,Spain,ESP,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
Bea Ortiz,F,26,Spain,ESP,2020,Summer,Tokyo,Water Polo,Women,Silver
Carlos Ortiz,M,30,Mexico,MEX,2020,Summer,Tokyo,Golf,Men's Individual Stroke Play,
Idalys Ortiz,F,31,Cuba,CUB,2020,Summer,Tokyo,Judo,Women +78 kg,Silver
Horacio Ignacio Ortiz,M,34,Argentina,ARG,2020,Summer,Tokyo,Hockey,Men,
Jose Ortiz,M,21,Guatemala,GUA,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
Mirna Ortiz,F,34,Guatemala,GUA,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Gretchen Pacheco Ortiz,F,35,Puerto Rico,PUR,2020,Summer,Tokyo,Sailing,Mixed Multihull - Nacra 17 Foiling,
Valeria Ortuno,F,23,Mexico,MEX,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Rustam Orujov,M,29,Azerbaijan,AZE,2020,Summer,Tokyo,Judo,Men -73 kg,
Selin Oruz,F,24,Germany,GER,2020,Summer,Tokyo,Hockey,Women,
Timur Oruz,M,26,Germany,GER,2020,Summer,Tokyo,Hockey,Men,
Assem Orynbay,F,27,Kazakhstan,KAZ,2020,Summer,Tokyo,Shooting,Skeet Women,
Matias Osadczuk,M,24,Argentina,ARG,2020,Summer,Tokyo,Rugby Sevens,Men,Bronze
Naomi Osaka,F,23,Japan,JPN,2020,Summer,Tokyo,Tennis,Women's Singles,
Keisuke Osako,M,22,Japan,JPN,2020,Summer,Tokyo,Football,Men,
Suguru Osako,M,30,Japan,JPN,2020,Summer,Tokyo,Athletics,Men's Marathon,
Daisy Osakue,F,25,Italy,ITA,2020,Summer,Tokyo,Athletics,Women's Discus Throw,
Hannah Osborne,F,27,New Zealand,NZL,2020,Summer,Tokyo,Rowing,Women's Double Sculls,Silver
Jason Osborne,M,27,Germany,GER,2020,Summer,Tokyo,Rowing,Lightweight Men's Double Sculls,Silver
Bruno Schmidt Oscar,M,34,Brazil,BRA,2020,Summer,Tokyo,Beach Volleyball,Men,
Felix Oschmautz,M,22,Austria,AUT,2020,Summer,Tokyo,Canoe Slalom,Men's Kayak,
Greg O'Shea,M,26,Ireland,IRL,2020,Summer,Tokyo,Rugby Sevens,Men,
Olufunke Oshonaike,F,45,Nigeria,NGR,2020,Summer,Tokyo,Table Tennis,Women's Singles,
Elena Osipova,F,28,ROC,ROC,2020,Summer,Tokyo,Archery,Women's Individual,Silver
Elena Osipova,F,28,ROC,ROC,2020,Summer,Tokyo,Archery,Women's Team,Silver
Svetlana Osipova,F,21,Uzbekistan,UZB,2020,Summer,Tokyo,Taekwondo,Women +67kg,
Farida Osman,F,26,Egypt,EGY,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
Farida Osman,F,26,Egypt,EGY,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Farida Osman,F,26,Egypt,EGY,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Camila Maria Serrano Osorio,F,19,Colombia,COL,2020,Summer,Tokyo,Tennis,Women's Singles,
Jelena Ostapenko,F,24,Latvia,LAT,2020,Summer,Tokyo,Tennis,Women's Singles,
Jelena Ostapenko,F,24,Latvia,LAT,2020,Summer,Tokyo,Tennis,Women's Doubles,
Louise Ostergaard,F,27,Denmark,DEN,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Anja Osterman,F,28,Slovenia,SLO,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Single 500m,
Anja Osterman,F,28,Slovenia,SLO,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Double 500m,
Cat Osterman,F,38,United States of America,USA,2020,Summer,Tokyo,Baseball/Softball,Softball,Silver
Karol Ostrowski,M,21,Poland,POL,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay,
Christian O'Sullivan,M,29,Norway,NOR,2020,Summer,Tokyo,Handball,Men,
Philipp Oswald,M,35,Austria,AUT,2020,Summer,Tokyo,Tennis,Men's Doubles,
Mei Otani,F,21,Japan,JPN,2020,Summer,Tokyo,Rugby Sevens,Women,
Marie Oteiza,F,27,France,FRA,2020,Summer,Tokyo,Modern Pentathlon,Women's Individual,
Munkhtsetseg Otgon,F,33,Mongolia,MGL,2020,Summer,Tokyo,Judo,Women -78 kg,
Munkhtsetseg Otgon,F,33,Mongolia,MGL,2020,Summer,Tokyo,Judo,Mixed Team,
Alvin Otieno,M,27,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Men,
Mawupemon Otogbe,M,18,Togo,TOG,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
Keisuke Otoguro,M,24,Japan,JPN,2020,Summer,Tokyo,Wrestling,Men's Freestyle 74kg,
Takuto Otoguro,M,22,Japan,JPN,2020,Summer,Tokyo,Wrestling,Men's Freestyle 65kg,Gold
Danielle O'Toole,F,27,Mexico,MEX,2020,Summer,Tokyo,Baseball/Softball,Softball,
Gundegmaa Otryad,F,43,Mongolia,MGL,2020,Summer,Tokyo,Shooting,10m Air Pistol Women,
Gundegmaa Otryad,F,43,Mongolia,MGL,2020,Summer,Tokyo,Shooting,25m Pistol Women,
Tatsunori Otsuka,M,20,Japan,JPN,2020,Summer,Tokyo,Volleyball,Men,
Payton Otterdahl,M,25,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's Shot Put,
Jeanette Ottesen,F,33,Denmark,DEN,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,
Yushan Ou,F,17,People's Republic of China,CHN,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
Yushan Ou,F,17,People's Republic of China,CHN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
Yushan Ou,F,17,People's Republic of China,CHN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
Yushan Ou,F,17,People's Republic of China,CHN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
Yushan Ou,F,17,People's Republic of China,CHN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
Yushan Ou,F,17,People's Republic of China,CHN,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
Zixia Ou,F,25,People's Republic of China,CHN,2020,Summer,Tokyo,Hockey,Women,
Abdelkebir Ouaddar,M,59,Morocco,MAR,2020,Summer,Tokyo,Equestrian,Jumping Team,
Abdelkebir Ouaddar,M,59,Morocco,MAR,2020,Summer,Tokyo,Equestrian,Jumping Individual,
Zie Ouattara,M,21,Côte d'Ivoire,CIV,2020,Summer,Tokyo,Football,Men,
Ludovic Ouceni,M,20,France,FRA,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,
Adama Ouedraogo,M,34,Burkina Faso,BUR,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
Angelika Ouedraogo,F,27,Burkina Faso,BUR,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
Sofiane Oumiha,M,26,France,FRA,2020,Summer,Tokyo,Boxing,Men's Light (57-63kg),
Cristina Ouvina,F,30,Spain,ESP,2020,Summer,Tokyo,Basketball,Women,
Liubov Ovcharova,F,25,ROC,ROC,2020,Summer,Tokyo,Wrestling,Women's Freestyle 62kg,
Kristina Ovchinnikova,F,20,Kazakhstan,KAZ,2020,Summer,Tokyo,Athletics,Women's High Jump,
Mariya Ovchinnikova,F,22,Kazakhstan,KAZ,2020,Summer,Tokyo,Athletics,Women's Triple Jump,
Ovez Ovezov,M,24,Turkmenistan,TKM,2020,Summer,Tokyo,Weightlifting,Men's 109kg,
Dimitrij Ovtcharov,M,32,Germany,GER,2020,Summer,Tokyo,Table Tennis,Men's Singles,Bronze
Dimitrij Ovtcharov,M,32,Germany,GER,2020,Summer,Tokyo,Table Tennis,Men's Team,Silver
Ryan Owens,M,25,Great Britain,GBR,2020,Summer,Tokyo,Cycling Track,Men's Team Sprint,Silver
Ryan Owens,M,25,Great Britain,GBR,2020,Summer,Tokyo,Cycling Track,Men's Sprint,
Ryan Owens,M,25,Great Britain,GBR,2020,Summer,Tokyo,Cycling Track,Men's Keirin,
Lily Owsley,F,26,Great Britain,GBR,2020,Summer,Tokyo,Hockey,Women,Bronze
Shigetaka Oyama,M,39,Japan,JPN,2020,Summer,Tokyo,Shooting,Trap Men,
Shigetaka Oyama,M,39,Japan,JPN,2020,Summer,Tokyo,Shooting,Trap Mixed Team,
Mikel Oyarzabal,M,24,Spain,ESP,2020,Summer,Tokyo,Football,Men,Silver
Nelson Oyoo,M,27,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Men,
Yesugen Oyunbat,F,22,Mongolia,MGL,2020,Summer,Tokyo,Shooting,10m Air Rifle Women,
Yesugen Oyunbat,F,22,Mongolia,MGL,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Women,
Szofi Ozbas,F,19,Hungary,HUN,2020,Summer,Tokyo,Judo,Women -63 kg,
Cansu Ozbay,F,24,Turkey,TUR,2020,Summer,Tokyo,Volleyball,Women,
Furkan Muhammed Ozbek,M,20,Turkey,TUR,2020,Summer,Tokyo,Weightlifting,Men's 67kg,
Serap Arapoglu Ozcelik,F,33,Turkey,TUR,2020,Summer,Tokyo,Karate,Women's Kumite -55kg,
Agata Ozdoba-Blach,F,33,Poland,POL,2020,Summer,Tokyo,Judo,Women -63 kg,
Kayhan Ozer,M,23,Turkey,TUR,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Alisa Ozhogin Ozhogina,F,20,Spain,ESP,2020,Summer,Tokyo,Artistic Swimming,Duet,
Alisa Ozhogin Ozhogina,F,20,Spain,ESP,2020,Summer,Tokyo,Artistic Swimming,Team,
Ertan Ozkan,M,24,Turkey,TUR,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Ilke Ozyuksel,F,24,Turkey,TUR,2020,Summer,Tokyo,Modern Pentathlon,Women's Individual,
Carlo Paalam,M,23,Philippines,PHI,2020,Summer,Tokyo,Boxing,Men's Fly (48-52kg),Silver
Robin Pacek,M,30,Sweden,SWE,2020,Summer,Tokyo,Judo,Men -81 kg,
Christian Pacheco,M,28,Peru,PER,2020,Summer,Tokyo,Athletics,Men's Marathon,
Nicolas Espinosa Pacheco,M,26,Peru,PER,2020,Summer,Tokyo,Shooting,Skeet Men,
Isadora Pacheco,F,16,Brazil,BRA,2020,Summer,Tokyo,Skateboarding,Women's Park,
Juan Pacheco,M,30,Mexico,MEX,2020,Summer,Tokyo,Athletics,Men's Marathon,
Rommel Marrufo Pacheco,M,35,Mexico,MEX,2020,Summer,Tokyo,Diving,Men's 3m Springboard,
Tara Rijnsoever Van Pacheco,F,32,Spain,ESP,2020,Summer,Tokyo,Sailing,Mixed Multihull - Nacra 17 Foiling,
Stefania Erika Jurado Pachito,F,26,Ecuador,ECU,2020,Summer,Tokyo,Boxing,Women's Middle (69-75kg),
Beata Pacut,F,25,Poland,POL,2020,Summer,Tokyo,Judo,Women -78 kg,
Beatriz Padron,F,18,Costa Rica,CRC,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
India Pagan,F,22,Puerto Rico,PUR,2020,Summer,Tokyo,Basketball,Women,
Bianca Pagdanganan,F,23,Philippines,PHI,2020,Summer,Tokyo,Golf,Women's Individual Stroke Play,
Bryony Page,F,30,Great Britain,GBR,2020,Summer,Tokyo,Trampoline Gymnastics,Women,Bronze
Gabriella Page,F,26,Canada,CAN,2020,Summer,Tokyo,Fencing,Women's Sabre Individual,
Marie-Eve Paget,F,26,France,FRA,2020,Summer,Tokyo,3x3 Basketball,Women,
Juvic Pagunsan,M,43,Philippines,PHI,2020,Summer,Tokyo,Golf,Men's Individual Stroke Play,
Karolina Pahlitzsch,F,27,Germany,GER,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,
Justus Tyler Paige,M,25,American Samoa,ASA,2020,Summer,Tokyo,Sailing,Men's Two Person Dinghy - 470,
Alessandro Pajola,M,21,Italy,ITA,2020,Summer,Tokyo,Basketball,Men,
Mariana Pajon,F,29,Colombia,COL,2020,Summer,Tokyo,Cycling BMX Racing,Women,Silver
Ali Pakdaman,M,30,Islamic Republic of Iran,IRI,2020,Summer,Tokyo,Fencing,Men's Sabre Individual,
Ali Pakdaman,M,30,Islamic Republic of Iran,IRI,2020,Summer,Tokyo,Fencing,Men's Sabre Team,
Petro Pakhniuk,M,29,Ukraine,UKR,2020,Summer,Tokyo,Artistic Gymnastics,Men's All-Around,
Petro Pakhniuk,M,29,Ukraine,UKR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Floor Exercise,
Petro Pakhniuk,M,29,Ukraine,UKR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Pommel Horse,
Petro Pakhniuk,M,29,Ukraine,UKR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Rings,
Petro Pakhniuk,M,29,Ukraine,UKR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Vault,
Petro Pakhniuk,M,29,Ukraine,UKR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Parallel Bars,
Petro Pakhniuk,M,29,Ukraine,UKR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Horizontal Bar,
Petro Pakhniuk,M,29,Ukraine,UKR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Team,
Sariah Paki,F,19,Australia,AUS,2020,Summer,Tokyo,Rugby Sevens,Women,
Paola Angie Dajomes Palacios,F,20,Ecuador,ECU,2020,Summer,Tokyo,Weightlifting,Women's 64kg,
Jose Maria Espinoza Palacios,F,22,Ecuador,ECU,2020,Summer,Tokyo,Boxing,Women's Light (57-60kg),
Ezequiel Palacios,M,28,Argentina,ARG,2020,Summer,Tokyo,Volleyball,Men,Bronze
